Category,Name,Phone_1,Phone_2,Phone_3,WhatsApp,Email,Location,Governorate,Country,About,Website,URL,Facebook,Instagram,LinkedIn,Twitter,YouTube
accessories-shopping,Shoe Mart - Kuwait City,+965 22472857,,,,,"Centrepoint,Mubarak Al Kaber St,Omar Ben Al Khattab St,Kuwait City",Capital Governorate,Kuwait,Shoe Mart - Kuwait City,http://www.shoemartgulf.com/,https://kuwaitlocal.com/business/shoe-mart-kuwait-city,http://www.facebook.com/pages/Shoe-Mart/123534854330049,,,,
advertising-marketing-services,Al Tassamem Group - Sabhan,+965 1808877,,,,,"Visual Advertising Company Building,Street 92,Block 9,Sabhan Industrial Area",Mubarak Al-Kabeer Governorate,Kuwait,Al Tassameem Group is a Marketing and Advertising company located in Kuwait,,https://kuwaitlocal.com/business/al-tassamem-group-sabhan,https://www.facebook.com/pages/Al-Tassameem-Group-Kuwait,,https://www.linkedin.com/company/al-tassameem-group,https://twitter.com/altassameem,
advertising-marketing-services,Power Plus Advertising - Kuwait City,+965 22465265,,,,,"Sami Tower,Kuwait City",Capital Governorate,Kuwait,"Power Plus Advertising is a Food Production company located in Sami Tower, Kuwait City, Al Assimah, Kuwait.",http://www.ppamc.com/,https://kuwaitlocal.com/business/power-plus-advertising-kuwait-city,,https://instagram.com/powerplusadvertising/,,,
indian-restaurants,Classic Plaza,,,,,,"Block 13,Kuwait City",Capital Governorate,Kuwait,Indian Restaurant,,https://kuwaitlocal.com/business/classic-plaza,,,,,
indian-restaurants,Al Madina Indian Restaurant - Abu Halifa,,,,,,Abu Halifa,Al-Ahmadi Governorate,Kuwait,"Madeena Indian Restaurant - Authentic Indian Cuisine in Mahboula, Kuwait Welcome to Madeena Indian Restaurant Discover the rich flavors of Indian cuisine at Madeena Indian Restaurant, located in the heart of Mahboula, Kuwait. Our restaurant is conveniently situated at Block 1, Street 105, Building 148, making it easy for you to enjoy a delicious meal whether dining in or ordering for home delivery. Address and Contact Information Address: Mahboula, Block 1, Street 105, Building 148, Kuwait Ph...",,https://kuwaitlocal.com/business/al-madina-indian-restaurant-abu-halifa,,,,,
indian-restaurants,Sagar Restaurant,,,,,,"Saba Street,Salmiya",Hawalli Governorate,Kuwait,Indian Restaurants,,https://kuwaitlocal.com/business/sagar-restaurant,,,,,
agriculture,Gulfmart - Shuwaikh,+965 24924135,,,,,"Dwar Al Faham Bldg,Behind Refrigeration and Cold Storage,Shuwaikh",Capital Governorate,Kuwait,"Gulfmart, “the supermarket of choice”, is the fastest growing supermarket chain in Kuwait. It is a division of the UAE based renowned retail conglomerate which is located in Kuwait.",http://gulfmartkuwait.com/,https://kuwaitlocal.com/business/gulfmart-shuwaikh,https://www.facebook.com/pages/Gulfmart-Supermarket-Kuwait/801448839931521,,https://www.linkedin.com/pub/gulf-mart-imran-imran/40/925/7a2,https://twitter.com/gulfmart_kuwait,
advertising-marketing-services,Alola Advertisement - Kuwait City,,,,,,Kuwait City,Capital Governorate,Kuwait,"Al-Ola Advertising is a yount, dynamic and fast growing company specialized in all BTL marketing materials, the company which started in the year 2011 is now recognized as one of the fastest growing advertising companies in Kuwait, Al-Ola is offering one stop shop solution for all BTL advertising and Marketing needs of our clients, we are specialized in designing and producing marketing materials, offset, digital printing, banners, stickers and gift items for all sized business organization",http://www.alolagroups.com/alolaadvertisment/index.html#,https://kuwaitlocal.com/business/alola-advertisement-kuwait-city,,,https://www.linkedin.com/pub/alola-advertising/a3/a08/391,,
accessories-shopping,Lifestyle - Jahra,,,,,,"Sahari Mall,Marzouq Al Miteb Street,Jahra",Al Jahra Governorate,Kuwait,Lifestyle is Located in Kuwait,http://www.lifestylestores.com/,https://kuwaitlocal.com/business/lifestyle-jahra,https://www.facebook.com/lifestylegulf,,,https://twitter.com/#!/Lifestylegulf,http://www.youtube.com/user/Lifestylegulf/videos
accessories-shopping,Lifestyle - Al Rai 3,,,,,,"Lulu Hypermarket,Airport Road,Al-Rai",Al Farwaniyah Governorate,Kuwait,Lifestyle - Al Rai 3,http://www.lifestylestores.com/,https://kuwaitlocal.com/business/lifestyle-al-rai-3,https://www.facebook.com/lifestylegulf,,,https://twitter.com/#!/Lifestylegulf,http://www.youtube.com/user/Lifestylegulf/videos
accessories-shopping,Shoe Mart - Egaila,,,,,,"Centrepoint,Al Bairaq Mall,Street 250,Egaila",Al-Ahmadi Governorate,Kuwait,Shoe Mart - Egaila,http://www.shoemartgulf.com/,https://kuwaitlocal.com/business/shoe-mart-egaila,http://www.facebook.com/pages/Shoe-Mart/123534854330049,,,,
indian-restaurants,Mughal Mahal Restaurant - Salmiya,+965 25729290,,,,,"Block 7,Hamad Al Mubarak Street,Salmiya",Hawalli Governorate,Kuwait,"Having proven our mettle in catering and with over a quarter-century of experience in fine dining, in June of 2010, we decided to embark upon an additional line — a multi-functional hall. Named Al Rayan, this exquisitely designed and full-service family lounge and function hall is fast becoming the Kuwait’s premier banqueting destination for corporate and social functions.",http://mughalmahal.com/,https://kuwaitlocal.com/business/mughal-mahal-restaurant-salmiya-3,https://www.facebook.com/mughalmahalq11,,,,https://www.youtube.com/watch?v=Yoq_GyrQb-U
advertising-marketing-services,Kuwait Solutions - Salmiya,+96566825660,,,,,"Fatma Complex,Block 9,Street 4,Salmiya",Hawalli Governorate,Kuwait,"Kuwait Solutions is a Marketing and Advertising company located in Fatma Complex, Salmiya, Hawalli, Kuwait.",http://www.kuwait-solutions.com/,https://kuwaitlocal.com/business/kuwait-solutions-salmiya,https://www.facebook.com/,,,,
advertising-marketing-services,Daylite Media - Mirqab,,,,,,"Star Tower,Floor 13,Near Masjid ,Mirqab",Capital Governorate,Kuwait,Strategical Marketing consultancy that enables organizations to grasp methods of growth and customer satisfaction by using marketing management tools for e-Marketing and a cost effective incline. .,http://www.daylitemedia.com/,https://kuwaitlocal.com/business/daylite-media-mirqab,https://www.facebook.com/daylitemediakw,https://instagram.com/daylitemedia/,https://www.linkedin.com/company/daylite-media?trk=biz-companies-cym,https://twitter.com/daylitemedia,
accessories-shopping,Lifestyle - Kuwait City,,,,,,"Centrepoint,Mubarak Al Kaber St,Omar Ben Al Khattab St,Kuwait City",Capital Governorate,Kuwait,Lifestyle is Located in Kuwait,http://www.lifestylestores.com/,https://kuwaitlocal.com/business/lifestyle-kuwait-city,https://www.facebook.com/lifestylegulf,,,https://twitter.com/#!/Lifestylegulf,http://www.youtube.com/user/Lifestylegulf/videos
accessories-shopping,Shoe Mart - Fahaheel,,,,,,"Centrepoint,Costal Road,Street 54,Fahaheel",Al-Ahmadi Governorate,Kuwait,Shoe Mart - Fahaheel,http://www.shoemartgulf.com/,https://kuwaitlocal.com/business/shoe-mart-fahaheel,http://www.facebook.com/pages/Shoe-Mart/123534854330049,,,,
agriculture,Fahad Albahar Sons Trading Co - Kuwait City,+965 24928881,,,,,Kuwait City,Capital Governorate,Kuwait,Fahad AlBahar Sons Trading Co,http://www.fbs.com.kw/,https://kuwaitlocal.com/business/fahad-albahar-sons-trading-co-kuwait-city,,,,,
advertising-marketing-services,Venacava - Salmiya,,,,,,"Salem Al Mubarak Street,Salmiya",Hawalli Governorate,Kuwait,"Venacava started as a local idea, that branched out of M2R, our mother company. We are an affinity advertising and marketing company specializing in a triple core competency Media & Advertising services, PR & Direct Marketing and Business Development",http://www.venacava-kw.com/,https://kuwaitlocal.com/business/venacava-salmiya,https://www.facebook.com/venacavakw,https://instagram.com/venacavakw/,https://www.linkedin.com/company/venacava,https://twitter.com/venacavakw,https://www.youtube.com/user/VenaCavaOfficial
advertising-marketing-services,Awad Al Murtaji Joint Group - Hawally,+965 22662416,,,,,"Al Sedrawi Building,Tunis Street,Hawally",Hawalli Governorate,Kuwait,Awad Al Murtaji Joint Group which is located in kuwait.,http://www.awadalmurtajijointkw.com/demo1/contact.html,https://kuwaitlocal.com/business/awad-al-murtaji-joint-group-hawally,https://www.facebook.com/aajgroup,,https://www.linkedin.com/company/awad-al-murtaji-joint-group,,
advertising-marketing-services,Rare Group Company - Salwa,+965 22469435,,,,,"Al Khalijiya Complex,Al Moutanabi Street,Salwa",Hawalli Governorate,Kuwait,"Rare Company is one of the most premier solution supplier for innovative products and technology services to benefit sectors like retailers, educational learning development, financial institutes, hospitals, corporate, shopping centers, hotels, and residential services",http://www.rare.com.kw/,https://kuwaitlocal.com/business/rare-group-company-salwa,https://www.facebook.com/pages/Rare-Company,,https://www.linkedin.com/company/rare-group-company,https://twitter.com/rare_co,
advertising-marketing-services,Media Box - Salmiya,+965 25741440,,,,,"Near Arabian Gulf Street,Salmiya",Hawalli Governorate,Kuwait,"Our publishing house was formed in 1997 and very few publishing houses compete in the region in terms of scale, quality, caliber, or results. Back then the magazine market, locally, was only 1% of the total advertising scene. Today, it has reached around 14% where Media Box controls around half of the market. In the year 2000, a strategic step took Media Box into the publishing side with the acquisition of TV Guide. This publishing house has become the biggest private and independent publishi...",http://www.mediabox-me.com/,https://kuwaitlocal.com/business/media-box-salmiya,https://www.facebook.com/pages/Mediabox-Kuwait,,https://www.linkedin.com/company/mediabox-kuwait,,
indian-restaurants,Biryani & Kebabi,,,,,,"Arabia Mall, Next to Gate Mall,Egaila",Al-Ahmadi Governorate,Kuwait,"estaurant BIRYANI & KEBABI is the newest addition to Al Sabah &Kohli food and beverage brands. The new outlet was inaugurated on March 22nd 2016 Arabia Mall within Egila . The ribbon cutting was done by the hands of honorable ambassador of India to Kuwait His Excellency Sunil Jain , The Ambassador of Malta, His Excellency Mr. Patrick Cole and Sheikh Mubarak Al Fahad Al Salem Al Sabah in the presence of special invitees and top management including Mr.Ravi Kohli. Well-known personalities, staf...",,https://kuwaitlocal.com/business/biryani-kebabi,,,,,
indian-restaurants,Muniyandi Vilas Restaurant,+96560377272,,,,,"Street No.120,Mahboula",Al-Ahmadi Governorate,Kuwait,Muniyandi Vilas Restaurant is Located in Kuwait,,https://kuwaitlocal.com/business/muniyandi-vilas-restaurant,,,,,
indian-restaurants,Thakkara Restaurant - Salmiya 1,,,,,,"Easa Al Qatami Street,Salmiya",Hawalli Governorate,Kuwait,Thakkara Restaurant is Located in Kuwait,http://www.thakkara.com/,https://kuwaitlocal.com/business/thakkara-restaurant-salmiya-1,https://www.facebook.com/pages/Thakkara/507466175976647,,,,
indian-restaurants,Ashas Restaurant - Al Zahra,,,,,,"360 Mall,AL-Zahra",Hawalli Governorate,Kuwait,Ashas Restaurant is Located in Kuwait,http://www.ashasrestaurants.com/,https://kuwaitlocal.com/business/ashas-restaurant-al-zahra,,,,,
indian-restaurants,Karak Gholam Salmiya,+965 25755751,,,,,"inside Souk Salmiya,Salmiya",Hawalli Governorate,Kuwait,Karak Gholam Salmiya,http://karakgholam.com,https://kuwaitlocal.com/business/karak-gholam-salmiya,,http://instagram.com/karakgholam,,https://twitter.com/karakgholam1,
agriculture,Gulfmart - Abu Halifa,+965 23727098,,,,,"Block 1,Street 9,Building 24,Abu Halifa",Al-Ahmadi Governorate,Kuwait,"Gulfmart, “the supermarket of choice”, is the fastest growing supermarket chain in Kuwait. It is a division of the UAE based renowned retail conglomerate which is located in Kuwait.",http://gulfmartkuwait.com/,https://kuwaitlocal.com/business/gulfmart-abu-halifa,https://www.facebook.com/pages/Gulfmart-Supermarket-Kuwait/801448839931521,,https://www.linkedin.com/pub/gulf-mart-imran-imran/40/925/7a16,https://twitter.com/gulfmart_kuwait,
agriculture,Gulfmart - Salmiya 2,,,,,,"Salmiya Complex(Titanic Building),Blcok No 10,Al Dhahak Bin Qays Street,Building No 3,Salmiya",Hawalli Governorate,Kuwait,"Gulfmart, “the supermarket of choice”, is the fastest growing supermarket chain in Kuwait. It is a division of the UAE based renowned retail conglomerate which is located in Kuwait.",http://gulfmartkuwait.com/,https://kuwaitlocal.com/business/gulfmart-salmiya-2,https://www.facebook.com/pages/Gulfmart-Supermarket-Kuwait/801448839931521,,https://www.linkedin.com/pub/gulf-mart-imran-imran/40/925/7a12,https://twitter.com/gulfmart_kuwait,
agriculture,Gulfmart - Salmiya 4,,,,,,"Amman Street,Block No 12,Street No 4,Building 2 & 3,Salmiya",Hawalli Governorate,Kuwait,"Gulfmart, “the supermarket of choice”, is the fastest growing supermarket chain in Kuwait. It is a division of the UAE based renowned retail conglomerate which is located in Kuwait.",http://gulfmartkuwait.com/,https://kuwaitlocal.com/business/gulfmart-salmiya-4,https://www.facebook.com/pages/Gulfmart-Supermarket-Kuwait/801448839931521,,https://www.linkedin.com/pub/gulf-mart-imran-imran/40/925/7a17,https://twitter.com/gulfmart_kuwait,
agriculture,Gulfmart - Jahra,+965 24568922,,,,,"Al Khair Commercial Complex And Al Akool Complex,Block 93,Bilg 7 & 9,Jahra",Al Jahra Governorate,Kuwait,"Gulfmart, “the supermarket of choice”, is the fastest growing supermarket chain in Kuwait. It is a division of the UAE based renowned retail conglomerate which is located in Kuwait.",http://gulfmartkuwait.com/,https://kuwaitlocal.com/business/gulfmart-jahra,https://www.facebook.com/pages/Gulfmart-Supermarket-Kuwait/801448839931521,,https://www.linkedin.com/pub/gulf-mart-imran-imran/40/925/7a11,https://twitter.com/gulfmart_kuwait,
agriculture,Gulfmart - Khaitan 1,+965 24710764,,,,,"Wafi Complex,Near Round About And khitan Police Station,Opp Indian Community School,South Khaitan",Al Farwaniyah Governorate,Kuwait,"Gulfmart, “the supermarket of choice”, is the fastest growing supermarket chain in Kuwait. It is a division of the UAE based renowned retail conglomerate which is located in Kuwait.",http://gulfmartkuwait.com/,https://kuwaitlocal.com/business/gulfmart-khaitan-1,https://www.facebook.com/pages/Gulfmart-Supermarket-Kuwait/801448839931521,,https://www.linkedin.com/pub/gulf-mart-imran-imran/40/925/7a8,https://twitter.com/gulfmart_kuwait,
